character,category,base_species,keep(Y/n)
Bugsy,gymleader,SPECIES_SUICUNE,Y
Bugsy,gymleader,SPECIES_TYROGUE,Y
Bugsy,gymleader,SPECIES_UNOWN,Y
Bugsy,gymleader,SPECIES_WEEDLE,Y
Bugsy,gymleader,SPECIES_WOOPER,Y
Bugsy,gymleader,SPECIES_YANMA,Y
Burgh,gymleader,SPECIES_AUDINO,Y
Burgh,gymleader,SPECIES_COMBEE,Y
Burgh,gymleader,SPECIES_DEERLING,Y
Burgh,gymleader,SPECIES_DURANT,Y
Burgh,gymleader,SPECIES_DWEBBLE,Y
Burgh,gymleader,SPECIES_HERACROSS,Y
Burgh,gymleader,SPECIES_KARRABLAST,Y
Burgh,gymleader,SPECIES_LITWICK,Y
Burgh,gymleader,SPECIES_PATRAT,Y
Burgh,gymleader,SPECIES_SEWADDLE,Y
Burgh,gymleader,SPECIES_SHELMET,Y
Burgh,gymleader,SPECIES_TEPIG,Y
Burgh,gymleader,SPECIES_TOGEPI,Y
Burgh,gymleader,SPECIES_TYMPOLE,Y
Burgh,gymleader,SPECIES_VENIPEDE,Y
Byron,gymleader,SPECIES_ANORITH,Y
Byron,gymleader,SPECIES_ARON,Y
Byron,gymleader,SPECIES_BRONZOR,Y
Byron,gymleader,SPECIES_CHIMCHAR,Y
Byron,gymleader,SPECIES_CRANIDOS,Y
Byron,gymleader,SPECIES_DIALGA,Y
Byron,gymleader,SPECIES_DRILBUR,Y
Byron,gymleader,SPECIES_GIRATINA,Y
Byron,gymleader,SPECIES_GLIGAR,Y
Byron,gymleader,SPECIES_KABUTO,Y
Byron,gymleader,SPECIES_LILEEP,Y
Byron,gymleader,SPECIES_MAGNEMITE,Y
Byron,gymleader,SPECIES_MISDREAVUS,Y
Byron,gymleader,SPECIES_OMANYTE,Y
Byron,gymleader,SPECIES_ONIX,Y
Byron,gymleader,SPECIES_PALKIA,Y
Byron,gymleader,SPECIES_PINECO,Y
Byron,gymleader,SPECIES_PIPLUP,Y
Byron,gymleader,SPECIES_SHIELDON,Y
Byron,gymleader,SPECIES_SKARMORY,Y
Byron,gymleader,SPECIES_SUNKERN,Y
Caitlin,elite4,SPECIES_ABRA,Y
Caitlin,elite4,SPECIES_BELDUM,Y
Caitlin,elite4,SPECIES_BRONZOR,Y
Caitlin,elite4,SPECIES_GIBLE,Y
Caitlin,elite4,SPECIES_GOLETT,Y
Caitlin,elite4,SPECIES_GOTHITA,Y
Caitlin,elite4,SPECIES_MUNNA,Y
Caitlin,elite4,SPECIES_RALTS,Y
Caitlin,elite4,SPECIES_SABLEYE,Y
Caitlin,elite4,SPECIES_SIGILYPH,Y
Caitlin,elite4,SPECIES_SOLOSIS,Y
Calem,protagonist,SPECIES_CHARMANDER,Y
Calem,protagonist,SPECIES_CHESPIN,Y
Calem,protagonist,SPECIES_EEVEE,Y
Calem,protagonist,SPECIES_ESPURR,Y
Calem,protagonist,SPECIES_FENNEKIN,Y
Calem,protagonist,SPECIES_FROAKIE,Y
Calem,protagonist,SPECIES_GOLETT,Y
Calem,protagonist,SPECIES_XERNEAS,Y
Calem,protagonist,SPECIES_YVELTAL,Y
Candice,gymleader,SPECIES_BUNEARY,Y
Candice,gymleader,SPECIES_CHIMCHAR,Y
Candice,gymleader,SPECIES_DARUMAKA,Y
Candice,gymleader,SPECIES_DODUO,Y
Candice,gymleader,SPECIES_EEVEE,Y
Candice,gymleader,SPECIES_ELEKID,Y
Candice,gymleader,SPECIES_GEODUDE,Y
Candice,gymleader,SPECIES_GLAMEOW,Y
Candice,gymleader,SPECIES_GLIGAR,Y
Candice,gymleader,SPECIES_MEDITITE,Y
Candice,gymleader,SPECIES_PIPLUP,Y
Candice,gymleader,SPECIES_PONYTA,Y
Candice,gymleader,SPECIES_REGICE,Y
Candice,gymleader,SPECIES_REGIGIGAS,Y
Candice,gymleader,SPECIES_REGIROCK,Y
Candice,gymleader,SPECIES_REGISTEEL,Y
Candice,gymleader,SPECIES_RIOLU,Y
Candice,gymleader,SPECIES_SHINX,Y
Candice,gymleader,SPECIES_SMOOCHUM,Y
Candice,gymleader,SPECIES_SNEASEL,Y
Candice,gymleader,SPECIES_SNORUNT,Y
Candice,gymleader,SPECIES_SNOVER,Y
Candice,gymleader,SPECIES_STARLY,Y
Candice,gymleader,SPECIES_SWINUB,Y
Candice,gymleader,SPECIES_TURTWIG,Y
Candice,gymleader,SPECIES_UXIE,Y
Cheren,gymleader,SPECIES_AXEW,Y
Cheren,gymleader,SPECIES_BASCULIN,Y
Cheren,gymleader,SPECIES_BOUFFALANT,Y
Cheren,gymleader,SPECIES_BUNEARY,Y
Cheren,gymleader,SPECIES_CASTFORM,Y
Cheren,gymleader,SPECIES_CUBCHOO,Y
Cheren,gymleader,SPECIES_DUCKLETT,Y
Cheren,gymleader,SPECIES_GROWLITHE,Y
Cheren,gymleader,SPECIES_KELDEO,Y
Cheren,gymleader,SPECIES_LICKITUNG,Y
Cheren,gymleader,SPECIES_LILLIPUP,Y
Cheren,gymleader,SPECIES_MINCCINO,Y
Cheren,gymleader,SPECIES_OSHAWOTT,Y
Cheren,gymleader,SPECIES_PANPOUR,Y
Cheren,gymleader,SPECIES_PANSAGE,Y
Cheren,gymleader,SPECIES_PANSEAR,Y
Cheren,gymleader,SPECIES_PATRAT,Y
Cheren,gymleader,SPECIES_PAWNIARD,Y
Cheren,gymleader,SPECIES_PIDOVE,Y
Cheren,gymleader,SPECIES_PORYGON,Y
Cheren,gymleader,SPECIES_PURRLOIN,Y
Cheren,gymleader,SPECIES_RESHIRAM,Y
Cheren,gymleader,SPECIES_ROGGENROLA,Y
Cheren,gymleader,SPECIES_RUFFLET,Y
Cheren,gymleader,SPECIES_SHINX,Y
Cheren,gymleader,SPECIES_SNIVY,Y
Cheren,gymleader,SPECIES_SUNKERN,Y
Cheren,gymleader,SPECIES_TEPIG,Y
Cheren,gymleader,SPECIES_TORNADUS,Y
Cheren,gymleader,SPECIES_TYNAMO,Y
Cheren,gymleader,SPECIES_VICTINI,Y
Cheren,gymleader,SPECIES_ZANGOOSE,Y
Cheren,gymleader,SPECIES_ZEKROM,Y
Chili,gymleader,SPECIES_CLEFFA,Y
Chili,gymleader,SPECIES_DARUMAKA,Y
Chili,gymleader,SPECIES_GROWLITHE,Y
Chili,gymleader,SPECIES_HEATMOR,Y
Chili,gymleader,SPECIES_LILLIPUP,Y
Chili,gymleader,SPECIES_MAGBY,Y
Chili,gymleader,SPECIES_NUMEL,Y
Chili,gymleader,SPECIES_PANPOUR,Y
Chili,gymleader,SPECIES_PANSAGE,Y
Chili,gymleader,SPECIES_PANSEAR,Y
Chili,gymleader,SPECIES_SNIVY,Y
Chili,gymleader,SPECIES_TEPIG,Y
Chloe,anime,SPECIES_CLAMPERL,Y
Chloe,anime,SPECIES_CLEFFA,Y
Chloe,anime,SPECIES_CRESSELIA,Y
Chloe,anime,SPECIES_DARKRAI,Y
Chloe,anime,SPECIES_DIALGA,Y
Chloe,anime,SPECIES_EEVEE,Y
Chloe,anime,SPECIES_FEEBAS,Y
Chloe,anime,SPECIES_GROOKEY,Y
Chloe,anime,SPECIES_IMPIDIMP,Y
Chloe,anime,SPECIES_MILCERY,Y
Chloe,anime,SPECIES_PALKIA,Y
Chloe,anime,SPECIES_PIDOVE,Y
Chloe,anime,SPECIES_PIPLUP,Y
Chloe,anime,SPECIES_PONYTA,Y
Chloe,anime,SPECIES_PSYDUCK,Y
Chloe,anime,SPECIES_RHYHORN,Y
Chloe,anime,SPECIES_SEEL,Y
Chloe,anime,SPECIES_SKWOVET,Y
Chloe,anime,SPECIES_SPEAROW,Y
Chloe,anime,SPECIES_WINGULL,Y
Chloe,anime,SPECIES_YAMPER,Y
Chuck,gymleader,SPECIES_ARCEUS,Y
Chuck,gymleader,SPECIES_CHIKORITA,Y
Chuck,gymleader,SPECIES_CLOBBOPUS,Y
Chuck,gymleader,SPECIES_DROWZEE,Y
Chuck,gymleader,SPECIES_MACHOP,Y
Chuck,gymleader,SPECIES_MANKEY,Y
Chuck,gymleader,SPECIES_MAREEP,Y
Chuck,gymleader,SPECIES_MEDITITE,Y
Chuck,gymleader,SPECIES_POLIWAG,Y
Chuck,gymleader,SPECIES_RHYHORN,Y
Chuck,gymleader,SPECIES_SANDSHREW,Y
Chuck,gymleader,SPECIES_SCYTHER,Y
Chuck,gymleader,SPECIES_SHROOMISH,Y
Chuck,gymleader,SPECIES_SNEASEL,Y
Chuck,gymleader,SPECIES_SNUBBULL,Y
Chuck,gymleader,SPECIES_SUICUNE,Y
Chuck,gymleader,SPECIES_TEDDIURSA,Y
Chuck,gymleader,SPECIES_TIMBURR,Y
Chuck,gymleader,SPECIES_TYROGUE,Y
Cilan,gymleader,SPECIES_CLEFFA,Y
Cilan,gymleader,SPECIES_COTTONEE,Y
Cilan,gymleader,SPECIES_FERROSEED,Y
Cilan,gymleader,SPECIES_HOPPIP,Y
Cilan,gymleader,SPECIES_LILLIPUP,Y
Cilan,gymleader,SPECIES_MARACTUS,Y
Cilan,gymleader,SPECIES_PANPOUR,Y
Cilan,gymleader,SPECIES_PANSAGE,Y
Cilan,gymleader,SPECIES_PANSEAR,Y
Cilan,gymleader,SPECIES_PETILIL,Y
Cilan,gymleader,SPECIES_SNIVY,Y
Cilan (anime),anime,SPECIES_AIPOM,Y
Cilan (anime),anime,SPECIES_AXEW,Y
Cilan (anime),anime,SPECIES_BASCULIN,Y
Cilan (anime),anime,SPECIES_BUIZEL,Y
Cilan (anime),anime,SPECIES_CHESPIN,Y
Cilan (anime),anime,SPECIES_CORPHISH,Y
Cilan (anime),anime,SPECIES_DWEBBLE,Y
Cilan (anime),anime,SPECIES_FOONGUS,Y
Cilan (anime),anime,SPECIES_FRILLISH,Y
Cilan (anime),anime,SPECIES_HATENNA,Y
Cilan (anime),anime,SPECIES_LARVESTA,Y
Cilan (anime),anime,SPECIES_MAGIKARP,Y
Cilan (anime),anime,SPECIES_OSHAWOTT,Y
Cilan (anime),anime,SPECIES_PANSAGE,Y
Cilan (anime),anime,SPECIES_PANSEAR,Y
Cilan (anime),anime,SPECIES_PIPLUP,Y
Cilan (anime),anime,SPECIES_PURRLOIN,Y
Cilan (anime),anime,SPECIES_SNIVY,Y
Cilan (anime),anime,SPECIES_SNOVER,Y
Cilan (anime),anime,SPECIES_STUNFISK,Y
Cilan (anime),anime,SPECIES_TERRAKION,Y
Cilan (anime),anime,SPECIES_TIMBURR,Y
Cilan (anime),anime,SPECIES_TYNAMO,Y
Clair,gymleader,SPECIES_AERODACTYL,Y
Clair,gymleader,SPECIES_BAGON,Y
Clair,gymleader,SPECIES_CHARMANDER,Y
Clair,gymleader,SPECIES_CLEFFA,Y
Clair,gymleader,SPECIES_DRAMPA,Y
Clair,gymleader,SPECIES_DRATINI,Y
Clair,gymleader,SPECIES_DRUDDIGON,Y
Clair,gymleader,SPECIES_ENTEI,Y
Clair,gymleader,SPECIES_GIBLE,Y
Clair,gymleader,SPECIES_GROWLITHE,Y
Clair,gymleader,SPECIES_HORSEA,Y
Clair,gymleader,SPECIES_KOFFING,Y
Clair,gymleader,SPECIES_LAPRAS,Y
Clair,gymleader,SPECIES_MAGIKARP,Y
Clair,gymleader,SPECIES_MAREEP,Y
Clair,gymleader,SPECIES_MUNCHLAX,Y
Clair,gymleader,SPECIES_NIDORAN_M,Y
Clair,gymleader,SPECIES_PICHU,Y
Clair,gymleader,SPECIES_RHYHORN,Y
Clair,gymleader,SPECIES_SUICUNE,Y
Clair,gymleader,SPECIES_SWABLU,Y
Clair,gymleader,SPECIES_TYROGUE,Y
Clay,gymleader,SPECIES_BALTOY,Y
Clay,gymleader,SPECIES_DRILBUR,Y
Clay,gymleader,SPECIES_DRUDDIGON,Y
Clay,gymleader,SPECIES_GOLETT,Y
Clay,gymleader,SPECIES_GOTHITA,Y
Clay,gymleader,SPECIES_MUNNA,Y
Clay,gymleader,SPECIES_ONIX,Y
Clay,gymleader,SPECIES_OSHAWOTT,Y
Clay,gymleader,SPECIES_PATRAT,Y
Clay,gymleader,SPECIES_PURRLOIN,Y
Clay,gymleader,SPECIES_ROGGENROLA,Y
Clay,gymleader,SPECIES_SANDILE,Y
Clay,gymleader,SPECIES_SANDSHREW,Y
Clay,gymleader,SPECIES_SNIVY,Y
Clay,gymleader,SPECIES_SWINUB,Y
Clay,gymleader,SPECIES_TEPIG,Y
Clay,gymleader,SPECIES_TIRTOUGA,Y
Clay,gymleader,SPECIES_TRAPINCH,Y
Clay,gymleader,SPECIES_TYMPOLE,Y
Clay,gymleader,SPECIES_ZORUA,Y
Clemont,gymleader,SPECIES_AIPOM,Y
Clemont,gymleader,SPECIES_DEDENNE,Y
Clemont,gymleader,SPECIES_ELECTRIKE,Y
Clemont,gymleader,SPECIES_EMOLGA,Y
Clemont,gymleader,SPECIES_ESPURR,Y
Clemont,gymleader,SPECIES_FENNEKIN,Y
Clemont,gymleader,SPECIES_FURFROU,Y
Clemont,gymleader,SPECIES_HELIOPTILE,Y
Clemont,gymleader,SPECIES_KLEFKI,Y
Clemont,gymleader,SPECIES_MAGNEMITE,Y
Clemont,gymleader,SPECIES_MAREEP,Y
Clemont,gymleader,SPECIES_PACHIRISU,Y
Clemont,gymleader,SPECIES_PICHU,Y
Clemont,gymleader,SPECIES_RHYHORN,Y
Clemont,gymleader,SPECIES_STUNFISK,Y
Clemont,gymleader,SPECIES_VOLTORB,Y
Clemont,gymleader,SPECIES_YVELTAL,Y
Clemont (anime),anime,SPECIES_BUNNELBY,Y
Clemont (anime),anime,SPECIES_CHESPIN,Y
Clemont (anime),anime,SPECIES_DEDENNE,Y
Clemont (anime),anime,SPECIES_DRACOVISH,Y
Clemont (anime),anime,SPECIES_FARFETCHD_GALARIAN,Y
Clemont (anime),anime,SPECIES_FENNEKIN,Y
Clemont (anime),anime,SPECIES_GASTLY,Y
Clemont (anime),anime,SPECIES_GIBLE,Y
Clemont (anime),anime,SPECIES_HELIOPTILE,Y
Clemont (anime),anime,SPECIES_INKAY,Y
Clemont (anime),anime,SPECIES_PANCHAM,Y
Clemont (anime),anime,SPECIES_PANSAGE,Y
Clemont (anime),anime,SPECIES_PUMPKABOO,Y
Clemont (anime),anime,SPECIES_SCATTERBUG,Y
Clemont (anime),anime,SPECIES_SHINX,Y
Clemont (anime),anime,SPECIES_SKIDDO,Y
Clemont (anime),anime,SPECIES_SWINUB,Y
Clemont (anime),anime,SPECIES_TORCHIC,Y
Clemont (anime),anime,SPECIES_TYNAMO,Y
Clemont (anime),anime,SPECIES_VENIPEDE,Y
Clemont (anime),anime,SPECIES_WEEDLE,Y
Clemont (anime),anime,SPECIES_ZAPDOS,Y
Clemont (anime),anime,SPECIES_ZYGARDE,Y
Colress,villain,SPECIES_AXEW,Y
Colress,villain,SPECIES_BELDUM,Y
Colress,villain,SPECIES_COBALION,Y
Colress,villain,SPECIES_CUBCHOO,Y
Colress,villain,SPECIES_DRATINI,Y
Colress,villain,SPECIES_ELGYEM,Y
Colress,villain,SPECIES_FOONGUS,Y
Colress,villain,SPECIES_FRILLISH,Y
Colress,villain,SPECIES_GENESECT,Y
Colress,villain,SPECIES_GOLETT,Y
Colress,villain,SPECIES_GOTHITA,Y
Colress,villain,SPECIES_JOLTIK,Y
Colress,villain,SPECIES_KARRABLAST,Y
Colress,villain,SPECIES_KLINK,Y
Colress,villain,SPECIES_KYUREM,Y
Colress,villain,SPECIES_LANDORUS,Y
Colress,villain,SPECIES_MAGNEMITE,Y
Colress,villain,SPECIES_MIENFOO,Y
Colress,villain,SPECIES_OSHAWOTT,Y
Colress,villain,SPECIES_PICHU,Y
Colress,villain,SPECIES_PIDOVE,Y
Colress,villain,SPECIES_PURRLOIN,Y
Colress,villain,SPECIES_RALTS,Y
Colress,villain,SPECIES_RESHIRAM,Y
Colress,villain,SPECIES_ROTOM,Y
Colress,villain,SPECIES_SNIVY,Y
Colress,villain,SPECIES_TERRAKION,Y
Colress,villain,SPECIES_THUNDURUS,Y
Colress,villain,SPECIES_TIMBURR,Y
Colress,villain,SPECIES_TORNADUS,Y
Colress,villain,SPECIES_VENIPEDE,Y
Colress,villain,SPECIES_VICTINI,Y
Colress,villain,SPECIES_VIRIZION,Y
Colress,villain,SPECIES_WOOBAT,Y
Colress,villain,SPECIES_ZEKROM,Y
Crasher Wake,gymleader,SPECIES_BUIZEL,Y
Crasher Wake,gymleader,SPECIES_CARVANHA,Y
Crasher Wake,gymleader,SPECIES_CLAMPERL,Y
Crasher Wake,gymleader,SPECIES_FINNEON,Y
Crasher Wake,gymleader,SPECIES_HORSEA,Y
Crasher Wake,gymleader,SPECIES_LOTAD,Y
Crasher Wake,gymleader,SPECIES_MAGIKARP,Y
Crasher Wake,gymleader,SPECIES_PICHU,Y
Crasher Wake,gymleader,SPECIES_PIPLUP,Y
Crasher Wake,gymleader,SPECIES_POLIWAG,Y
Crasher Wake,gymleader,SPECIES_SHELLOS,Y
Crasher Wake,gymleader,SPECIES_TURTWIG,Y
Crasher Wake,gymleader,SPECIES_WOOPER,Y
Cress,gymleader,SPECIES_AZURILL,Y
Cress,gymleader,SPECIES_BASCULIN,Y
Cress,gymleader,SPECIES_BUIZEL,Y
Cress,gymleader,SPECIES_CLEFFA,Y
Cress,gymleader,SPECIES_CORPHISH,Y
Cress,gymleader,SPECIES_LILLIPUP,Y
Cress,gymleader,SPECIES_OSHAWOTT,Y
Cress,gymleader,SPECIES_PANPOUR,Y
Cress,gymleader,SPECIES_PANSAGE,Y
Cress,gymleader,SPECIES_PANSEAR,Y
Cress,gymleader,SPECIES_PSYDUCK,Y
Cress,gymleader,SPECIES_SLOWPOKE,Y
Cress,gymleader,SPECIES_TYMPOLE,Y
Cynthia,champion,SPECIES_ARCEUS,Y
Cynthia,champion,SPECIES_AZELF,Y
Cynthia,champion,SPECIES_BUDEW,Y
Cynthia,champion,SPECIES_CHIMCHAR,Y
Cynthia,champion,SPECIES_DIALGA,Y
Cynthia,champion,SPECIES_EEVEE,Y
Cynthia,champion,SPECIES_ELEKID,Y
Cynthia,champion,SPECIES_FEEBAS,Y
Cynthia,champion,SPECIES_GIBLE,Y
Cynthia,champion,SPECIES_GIRATINA,Y
Cynthia,champion,SPECIES_JANGMO_O,Y
Cynthia,champion,SPECIES_MAGIKARP,Y
Cynthia,champion,SPECIES_PALKIA,Y
Cynthia,champion,SPECIES_PIPLUP,Y
Cynthia,champion,SPECIES_PORYGON,Y
Cynthia,champion,SPECIES_PSYDUCK,Y
Cynthia,champion,SPECIES_RIOLU,Y
Cynthia,champion,SPECIES_RUFFLET,Y
Cynthia,champion,SPECIES_SHELLOS,Y
Cynthia,champion,SPECIES_SNEASEL,Y
Cynthia,champion,SPECIES_SPIRITOMB,Y
Cynthia,champion,SPECIES_TOGEPI,Y
Cynthia,champion,SPECIES_TYNAMO,Y
Cyrus,villain,SPECIES_AZELF,Y
Cyrus,villain,SPECIES_CROAGUNK,Y
Cyrus,villain,SPECIES_DARKRAI,Y
Cyrus,villain,SPECIES_DIALGA,Y
Cyrus,villain,SPECIES_DRATINI,Y
Cyrus,villain,SPECIES_EEVEE,Y
Cyrus,villain,SPECIES_FEEBAS,Y
Cyrus,villain,SPECIES_GIBLE,Y
Cyrus,villain,SPECIES_GIRATINA,Y
Cyrus,villain,SPECIES_HOOPA,Y
Cyrus,villain,SPECIES_HOUNDOUR,Y
Cyrus,villain,SPECIES_MAGIKARP,Y
Cyrus,villain,SPECIES_MAGNEMITE,Y
Cyrus,villain,SPECIES_MESPRIT,Y
Cyrus,villain,SPECIES_MURKROW,Y
Cyrus,villain,SPECIES_NOSEPASS,Y
Cyrus,villain,SPECIES_PALKIA,Y
Cyrus,villain,SPECIES_PIPLUP,Y
Cyrus,villain,SPECIES_REGIGIGAS,Y
Cyrus,villain,SPECIES_RHYHORN,Y
Cyrus,villain,SPECIES_SHAYMIN,Y
Cyrus,villain,SPECIES_SHINX,Y
Cyrus,villain,SPECIES_SNEASEL,Y
Cyrus,villain,SPECIES_SPIRITOMB,Y
Cyrus,villain,SPECIES_UXIE,Y
Cyrus,villain,SPECIES_ZUBAT,Y
Dawn,protagonist,SPECIES_ABRA,Y
Dawn,protagonist,SPECIES_AIPOM,Y
Dawn,protagonist,SPECIES_BIDOOF,Y
Dawn,protagonist,SPECIES_BUNEARY,Y
Dawn,protagonist,SPECIES_BURMY,Y
Dawn,protagonist,SPECIES_CHIMCHAR,Y
Dawn,protagonist,SPECIES_CLAMPERL,Y
Dawn,protagonist,SPECIES_CLEFFA,Y
Dawn,protagonist,SPECIES_CRESSELIA,Y
Dawn,protagonist,SPECIES_CYNDAQUIL,Y
Dawn,protagonist,SPECIES_DIALGA,Y
Dawn,protagonist,SPECIES_FEEBAS,Y
Dawn,protagonist,SPECIES_GROWLITHE,Y
Dawn,protagonist,SPECIES_LICKITUNG,Y
Dawn,protagonist,SPECIES_MAGBY,Y
Dawn,protagonist,SPECIES_MILCERY,Y
Dawn,protagonist,SPECIES_MIMEJR,Y
Dawn,protagonist,SPECIES_MURKROW,Y
Dawn,protagonist,SPECIES_ODDISH,Y
Dawn,protagonist,SPECIES_ORICORIO,Y
Dawn,protagonist,SPECIES_PALKIA,Y
Dawn,protagonist,SPECIES_PIPLUP,Y
Dawn,protagonist,SPECIES_SNORUNT,Y
Dawn,protagonist,SPECIES_SQUIRTLE,Y
Dawn,protagonist,SPECIES_STARLY,Y
Dawn,protagonist,SPECIES_SWINUB,Y
Dawn,protagonist,SPECIES_TANGELA,Y
Dawn,protagonist,SPECIES_TOGEPI,Y
Dawn,protagonist,SPECIES_TREECKO,Y
Dawn,protagonist,SPECIES_TURTWIG,Y
Dawn,protagonist,SPECIES_ZUBAT,Y
Dawn (anime),anime,SPECIES_AIPOM,Y
Dawn (anime),anime,SPECIES_ARCEUS,Y
Dawn (anime),anime,SPECIES_BUNEARY,Y
Dawn (anime),anime,SPECIES_CARVANHA,Y
Dawn (anime),anime,SPECIES_CRESSELIA,Y
Dawn (anime),anime,SPECIES_DARKRAI,Y
Dawn (anime),anime,SPECIES_DIALGA,Y
Dawn (anime),anime,SPECIES_DODUO,Y
Dawn (anime),anime,SPECIES_DRATINI,Y
Dawn (anime),anime,SPECIES_EEVEE,Y
Dawn (anime),anime,SPECIES_FOONGUS,Y
Dawn (anime),anime,SPECIES_GEODUDE,Y
Dawn (anime),anime,SPECIES_GIBLE,Y
Dawn (anime),anime,SPECIES_GLAMEOW,Y
Dawn (anime),anime,SPECIES_GRIMER,Y
Dawn (anime),anime,SPECIES_HEATRAN,Y
Dawn (anime),anime,SPECIES_MINUN,Y
Dawn (anime),anime,SPECIES_OSHAWOTT,Y
Dawn (anime),anime,SPECIES_PACHIRISU,Y
Dawn (anime),anime,SPECIES_PALKIA,Y
Dawn (anime),anime,SPECIES_PANSAGE,Y
Dawn (anime),anime,SPECIES_PICHU,Y
Dawn (anime),anime,SPECIES_PIPLUP,Y
Dawn (anime),anime,SPECIES_PLUSLE,Y
Dawn (anime),anime,SPECIES_RALTS,Y
Dawn (anime),anime,SPECIES_RHYHORN,Y
Dawn (anime),anime,SPECIES_SPINARAK,Y
Dawn (anime),anime,SPECIES_SWINUB,Y
Dawn (anime),anime,SPECIES_TOGEPI,Y
Dawn (anime),anime,SPECIES_VENONAT,Y
Diantha,champion,SPECIES_ABSOL,Y
Diantha,champion,SPECIES_AMAURA,Y
Diantha,champion,SPECIES_DEINO,Y
Diantha,champion,SPECIES_DIANCIE,Y
Diantha,champion,SPECIES_DRATINI,Y
Diantha,champion,SPECIES_DREEPY,Y
Diantha,champion,SPECIES_FLETCHLING,Y
Diantha,champion,SPECIES_GOOMY,Y
Diantha,champion,SPECIES_GROOKEY,Y
Diantha,champion,SPECIES_HAWLUCHA,Y
Diantha,champion,SPECIES_INKAY,Y
Diantha,champion,SPECIES_KELDEO,Y
Diantha,champion,SPECIES_MAGIKARP,Y
Diantha,champion,SPECIES_PUMPKABOO,Y
Diantha,champion,SPECIES_RALTS,Y
Diantha,champion,SPECIES_RAYQUAZA,Y
Diantha,champion,SPECIES_TYRUNT,Y
Diantha,champion,SPECIES_YVELTAL,Y
Diantha,champion,SPECIES_ZYGARDE,Y
Drake,elite4,SPECIES_AXEW,Y
Drake,elite4,SPECIES_BAGON,Y
Drake,elite4,SPECIES_HOOPA,Y
Drake,elite4,SPECIES_HORSEA,Y
Drake,elite4,SPECIES_PICHU,Y
Drake,elite4,SPECIES_REGICE,Y
Drake,elite4,SPECIES_REGIROCK,Y
Drake,elite4,SPECIES_REGISTEEL,Y
Drake,elite4,SPECIES_SCYTHER,Y
Drake,elite4,SPECIES_SKRELP,Y
Drake,elite4,SPECIES_SWABLU,Y
Drake,elite4,SPECIES_TRAPINCH,Y
Drasna,elite4,SPECIES_DRUDDIGON,Y
Drasna,elite4,SPECIES_KARRABLAST,Y
Drasna,elite4,SPECIES_NOIBAT,Y
Drasna,elite4,SPECIES_SKRELP,Y
Drasna,elite4,SPECIES_SWABLU,Y
Drayden,gymleader,SPECIES_AXEW,Y
Drayden,gymleader,SPECIES_BAGON,Y
Drayden,gymleader,SPECIES_DEINO,Y
Drayden,gymleader,SPECIES_DRATINI,Y
Drayden,gymleader,SPECIES_DRILBUR,Y
Drayden,gymleader,SPECIES_DRUDDIGON,Y
Drayden,gymleader,SPECIES_KYUREM,Y
Drayden,gymleader,SPECIES_RUFFLET,Y
Drayden,gymleader,SPECIES_SWABLU,Y
Drayden,gymleader,SPECIES_TRAPINCH,Y
Drayden,gymleader,SPECIES_VENIPEDE,Y
Drew,anime,SPECIES_ABSOL,Y
Drew,anime,SPECIES_ARON,Y
Drew,anime,SPECIES_BALTOY,Y
Drew,anime,SPECIES_BUDEW,Y
Drew,anime,SPECIES_BULBASAUR,Y
Drew,anime,SPECIES_CATERPIE,Y
Drew,anime,SPECIES_DUSKULL,Y
Drew,anime,SPECIES_FEEBAS,Y
Drew,anime,SPECIES_GIRAFARIG,Y
Drew,anime,SPECIES_GROWLITHE,Y
Drew,anime,SPECIES_MEDITITE,Y
Drew,anime,SPECIES_SKITTY,Y
Drew,anime,SPECIES_SQUIRTLE,Y
Drew,anime,SPECIES_SURSKIT,Y
Drew,anime,SPECIES_TAILLOW,Y
Drew,anime,SPECIES_TORCHIC,Y
Drew,anime,SPECIES_TRAPINCH,Y
Drew,anime,SPECIES_WHISMUR,Y
Drew,anime,SPECIES_WURMPLE,Y
Drew,anime,SPECIES_WYNAUT,Y
Elesa,gymleader,SPECIES_BLITZLE,Y
Elesa,gymleader,SPECIES_EMOLGA,Y
Elesa,gymleader,SPECIES_GOTHITA,Y
Elesa,gymleader,SPECIES_JOLTIK,Y
Elesa,gymleader,SPECIES_MAREEP,Y
Elesa,gymleader,SPECIES_MINCCINO,Y
Elesa,gymleader,SPECIES_PATRAT,Y
Elesa,gymleader,SPECIES_PICHU,Y
Elesa,gymleader,SPECIES_ROTOM,Y
Elesa,gymleader,SPECIES_SHELMET,Y
Elesa,gymleader,SPECIES_SHINX,Y
Elesa,gymleader,SPECIES_STUNFISK,Y
Elesa,gymleader,SPECIES_TEPIG,Y
Elesa,gymleader,SPECIES_THUNDURUS,Y
Elesa,gymleader,SPECIES_TOGEPI,Y
Elesa,gymleader,SPECIES_TYMPOLE,Y
Elesa,gymleader,SPECIES_TYNAMO,Y
Elesa,gymleader,SPECIES_ZORUA,Y
Elio,protagonist,SPECIES_BLACEPHALON,Y
Elio,protagonist,SPECIES_COSMOG,Y
Elio,protagonist,SPECIES_EEVEE,Y
Elio,protagonist,SPECIES_EXEGGCUTE,Y
Elio,protagonist,SPECIES_FROAKIE,Y
Elio,protagonist,SPECIES_JANGMO_O,Y
Elio,protagonist,SPECIES_LITTEN,Y
